,ID1,ID2,end_time,start_time
1407,1198,1146,31860,31800
1407,1146,1198,31860,31800
121,1033,1210,32080,31960
121,1210,1033,32080,31960
1174,1133,1189,32140,32000
1174,1189,1133,32140,32000
516,1073,1164,32240,32020
516,1164,1073,32240,32020
1218,1133,1334,32160,32040
1218,1334,1133,32160,32040
88,1033,1201,32200,32120
88,1201,1033,32200,32120
1175,1189,1133,32300,32180
1175,1133,1189,32300,32180
1626,1334,1189,32460,32340
1626,1189,1334,32460,32340
1176,1133,1189,32440,32360
89,1033,1201,32420,32360
89,1201,1033,32420,32360
1176,1189,1133,32440,32360
449,1082,1067,32480,32420
449,1067,1082,32480,32420
1177,1189,1133,32600,32480
1219,1133,1334,32560,32480
1219,1334,1133,32560,32480
1177,1133,1189,32600,32480
1521,1336,1164,32560,32500
1521,1164,1336,32560,32500
518,1168,1073,32700,32560
518,1073,1168,32700,32560
1178,1189,1133,32840,32760
1178,1133,1189,32840,32760
90,1201,1033,33440,33140
90,1033,1201,33440,33140
196,1040,1158,33260,33180
196,1158,1040,33260,33180
1329,1336,1138,33460,33220
1329,1138,1336,33460,33220
680,1080,1336,33680,33600
680,1336,1080,33680,33600
1330,1138,1336,34100,33700
1330,1336,1138,34100,33700
91,1201,1033,33880,33820
91,1033,1201,33880,33820
1179,1133,1189,33920,33860
1179,1189,1133,33920,33860
1756,1336,1227,34180,34120
1756,1227,1336,34180,34120
1180,1133,1189,34420,34340
1180,1189,1133,34420,34340
671,1227,1080,34820,34600
671,1080,1227,34820,34600
1557,1175,1187,35320,35260
1557,1187,1175,35320,35260
1758,1360,1227,35420,35340
1758,1227,1360,35420,35340
92,1201,1033,35460,35400
92,1033,1201,35460,35400
1206,1133,1199,35680,35600
1206,1199,1133,35680,35600
450,1067,1082,35980,35920
450,1082,1067,35980,35920
674,1334,1080,36120,36060
674,1080,1334,36120,36060
1371,1142,1208,36420,36140
929,1105,1171,36200,36140
1371,1208,1142,36420,36140
929,1171,1105,36200,36140
1735,1360,1212,36300,36200
1735,1212,1360,36300,36200
1370,1191,1142,36460,36300
1370,1142,1191,36460,36300
1647,1191,1208,36400,36320
1647,1208,1191,36400,36320
1284,1136,1138,36460,36320
1284,1138,1136,36460,36320
530,1073,1214,36620,36460
530,1214,1073,36620,36460
1285,1136,1138,36660,36500
1285,1138,1136,36660,36500
3,1115,1026,36600,36540
3,1026,1115,36600,36540
681,1336,1080,36780,36700
174,1040,1042,36840,36700
681,1080,1336,36780,36700
174,1042,1040,36840,36700
860,1179,1103,36900,36740
860,1103,1179,36900,36740
451,1082,1067,36860,36800
451,1067,1082,36860,36800
1286,1136,1138,37100,36840
1286,1138,1136,37100,36840
1615,1187,1229,36900,36840
1615,1229,1187,36900,36840
1566,1177,1191,36960,36860
1118,1126,1210,37060,36860
1118,1210,1126,37060,36860
1566,1191,1177,36960,36860
1220,1133,1334,36960,36900
1220,1334,1133,36960,36900
944,1206,1106,37020,36960
944,1106,1206,37020,36960
982,1125,1143,37140,37040
982,1143,1125,37140,37040
524,1198,1073,37160,37080
524,1073,1198,37160,37080
1690,1210,1201,37220,37120
1408,1198,1146,37220,37120
1690,1201,1210,37220,37120
1408,1146,1198,37220,37120
983,1125,1143,37260,37200
983,1143,1125,37260,37200
505,1109,1073,37320,37260
505,1073,1109,37320,37260
419,1065,1089,37340,37280
419,1089,1065,37340,37280
1507,1228,1158,37360,37300
1005,1189,1125,37440,37300
1005,1125,1189,37440,37300
1507,1158,1228,37360,37300
1567,1177,1191,37500,37340
1567,1191,1177,37500,37340
1006,1125,1189,37600,37480
1508,1158,1228,37600,37480
1508,1228,1158,37600,37480
1119,1126,1210,37540,37480
1006,1189,1125,37600,37480
1119,1210,1126,37540,37480
93,1033,1201,37860,37560
93,1201,1033,37860,37560
1120,1210,1126,37880,37640
1120,1126,1210,37880,37640
1568,1177,1191,38020,37660
1568,1191,1177,38020,37660
1605,1360,1180,37840,37720
1605,1180,1360,37840,37720
1297,1136,1341,37860,37800
1600,1214,1179,38080,37800
1600,1179,1214,38080,37800
1297,1341,1136,37860,37800
626,1075,1360,38020,37820
626,1360,1075,38020,37820
1007,1125,1189,37920,37860
1007,1189,1125,37920,37860
510,1136,1073,37980,37880
510,1073,1136,37980,37880
1033,1336,1125,37960,37900
1434,1180,1149,37980,37900
1033,1125,1336,37960,37900
1434,1149,1180,37980,37900
769,1089,1228,38040,37960
769,1228,1089,38040,37960
1396,1164,1146,38100,38020
1396,1146,1164,38100,38020
1008,1189,1125,38120,38060
1569,1191,1177,38260,38060
1008,1125,1189,38120,38060
1569,1177,1191,38260,38060
1534,1336,1168,38160,38080
1534,1168,1336,38160,38080
770,1228,1089,38320,38100
984,1143,1125,38420,38100
984,1125,1143,38420,38100
770,1089,1228,38320,38100
700,1080,1337,38180,38120
1601,1179,1214,38180,38120
1601,1214,1179,38180,38120
700,1337,1080,38180,38120
94,1033,1201,38380,38160
94,1201,1033,38380,38160
1535,1336,1168,38260,38200
1535,1168,1336,38260,38200
1157,1133,1162,38360,38220
1157,1162,1133,38360,38220
965,1117,1358,38320,38240
965,1358,1117,38320,38240
1097,1126,1171,38380,38320
1097,1171,1126,38380,38320
165,1136,1039,38460,38340
165,1039,1136,38460,38340
162,1039,1126,38460,38360
162,1126,1039,38460,38360
771,1089,1228,38520,38400
771,1228,1089,38520,38400
801,1136,1090,38540,38420
801,1090,1136,38540,38420
159,1090,1039,38620,38440
159,1039,1090,38620,38440
966,1117,1358,38540,38460
515,1162,1073,38520,38460
966,1358,1117,38540,38460
515,1073,1162,38520,38460
1331,1336,1138,38720,38500
1331,1138,1336,38720,38500
1181,1133,1189,38700,38520
1181,1189,1133,38700,38520
548,1360,1073,38620,38540
548,1073,1360,38620,38540
163,1126,1039,38740,38560
163,1039,1126,38740,38560
947,1109,1136,38680,38620
947,1136,1109,38680,38620
511,1073,1136,38680,38620
1440,1149,1360,38720,38620
1440,1360,1149,38720,38620
511,1136,1073,38680,38620
1034,1336,1125,38700,38640
1034,1125,1336,38700,38640
772,1089,1228,38820,38700
772,1228,1089,38820,38700
502,1090,1073,39400,38760
502,1073,1090,39400,38760
953,1115,1136,39060,38840
953,1136,1115,39060,38840
773,1228,1089,39040,38880
773,1089,1228,39040,38880
1182,1189,1133,39060,39000
1182,1133,1189,39060,39000
95,1201,1033,39740,39020
95,1033,1201,39740,39020
1648,1208,1191,39200,39100
1648,1191,1208,39200,39100
1627,1189,1334,39220,39140
1627,1334,1189,39220,39140
4,1115,1026,39360,39280
4,1026,1115,39360,39280
1628,1334,1189,39400,39320
1628,1189,1334,39400,39320
1570,1177,1191,39440,39340
1570,1191,1177,39440,39340
948,1109,1136,39500,39440
948,1136,1109,39500,39440
503,1073,1090,39740,39460
503,1090,1073,39740,39460
560,1075,1136,39680,39500
560,1136,1075,39680,39500
913,1105,1126,39580,39520
913,1126,1105,39580,39520
682,1336,1080,39600,39520
682,1080,1336,39600,39520
683,1336,1080,39880,39700
683,1080,1336,39880,39700
967,1117,1358,39920,39860
967,1358,1117,39920,39860
873,1103,1191,40000,39920
873,1191,1103,40000,39920
684,1080,1336,39980,39920
684,1336,1080,39980,39920
1183,1133,1189,40020,39960
968,1358,1117,40060,39960
1183,1189,1133,40020,39960
968,1117,1358,40060,39960
96,1033,1201,40160,40100
96,1201,1033,40160,40100
319,1049,1189,40260,40200
319,1189,1049,40260,40200
969,1358,1117,40300,40220
969,1117,1358,40300,40220
669,1212,1080,40380,40240
669,1080,1212,40380,40240
166,1136,1039,40360,40300
166,1039,1136,40360,40300
874,1191,1103,40400,40320
512,1136,1073,41100,40320
512,1073,1136,41100,40320
874,1103,1191,40400,40320
946,1109,1126,40420,40360
946,1126,1109,40420,40360
717,1080,1358,40540,40380
717,1358,1080,40540,40380
167,1039,1136,40540,40400
167,1136,1039,40540,40400
1734,1212,1337,40500,40440
1719,1207,1212,40500,40440
158,1039,1073,40580,40440
1719,1212,1207,40500,40440
1734,1337,1212,40500,40440
158,1073,1039,40580,40440
312,1133,1049,40540,40460
312,1049,1133,40540,40460
97,1201,1033,40600,40500
97,1033,1201,40600,40500
784,1104,1090,40640,40560
784,1090,1104,40640,40560
1062,1126,1146,40740,40660
1062,1146,1126,40740,40660
875,1191,1103,40800,40700
70,1032,1088,40780,40700
70,1088,1032,40780,40700
875,1103,1191,40800,40700
1184,1189,1133,40860,40720
1184,1133,1189,40860,40720
1127,1127,1136,40820,40760
1127,1136,1127,40820,40760
1629,1334,1189,40860,40780
1714,1213,1201,40840,40780
1629,1189,1334,40860,40780
1714,1201,1213,40840,40780
1571,1177,1191,40860,40800
1571,1191,1177,40860,40800
71,1088,1032,40880,40820
71,1032,1088,40880,40820
1602,1214,1179,40960,40860
1602,1179,1214,40960,40860
1185,1189,1133,40980,40900
1630,1189,1334,40980,40900
416,1066,1065,41020,40900
416,1065,1066,41020,40900
1630,1334,1189,40980,40900
1185,1133,1189,40980,40900
785,1090,1104,41380,40920
785,1104,1090,41380,40920
1063,1146,1126,41020,40940
665,1188,1080,41020,40940
1063,1126,1146,41020,40940
665,1080,1188,41020,40940
1631,1334,1189,41240,41080
1631,1189,1334,41240,41080
1221,1334,1133,41240,41120
1221,1133,1334,41240,41120
417,1066,1065,41200,41140
417,1065,1066,41200,41140
1186,1189,1133,41280,41200
1186,1133,1189,41280,41200
1715,1201,1227,41300,41220
1715,1227,1201,41300,41220
1572,1177,1191,41280,41220
1572,1191,1177,41280,41220
1141,1198,1127,41320,41260
1141,1127,1198,41320,41260
876,1103,1191,41360,41300
876,1191,1103,41360,41300
537,1336,1073,41380,41320
537,1073,1336,41380,41320
1187,1133,1189,41440,41340
1187,1189,1133,41440,41340
653,1080,1130,41500,41420
653,1130,1080,41500,41420
786,1090,1104,41580,41440
786,1104,1090,41580,41440
791,1090,1117,41820,41660
791,1117,1090,41820,41660
1332,1336,1138,41760,41700
1332,1138,1336,41760,41700
1145,1136,1130,42160,41820
1145,1130,1136,42160,41820
701,1337,1080,41980,41900
701,1080,1337,41980,41900
824,1090,1214,42380,42120
824,1214,1090,42380,42120
504,1073,1090,42500,42380
5,1026,1115,42440,42380
504,1090,1073,42500,42380
5,1115,1026,42440,42380
197,1040,1158,43000,42860
197,1158,1040,43000,42860
566,1075,1142,86640,86580
566,1142,1075,86640,86580
602,1164,1075,86660,86600
602,1075,1164,86660,86600
603,1164,1075,87020,86900
603,1075,1164,87020,86900
622,1075,1206,87020,86920
622,1206,1075,87020,86920
1441,1360,1149,87060,86940
1441,1149,1360,87060,86940
1302,1138,1168,87420,87360
1302,1168,1138,87420,87360
1442,1149,1360,87560,87420
1442,1360,1149,87560,87420
604,1164,1075,87600,87500
604,1075,1164,87600,87500
1443,1360,1149,87940,87740
1443,1149,1360,87940,87740
1013,1199,1125,87960,87840
1013,1125,1199,87960,87840
1107,1126,1198,87940,87880
1107,1198,1126,87940,87880
1585,1193,1177,88040,87980
1585,1177,1193,88040,87980
1444,1360,1149,88160,88060
1064,1146,1126,88120,88060
1444,1149,1360,88160,88060
1046,1125,1337,88200,88060
1046,1337,1125,88200,88060
1064,1126,1146,88120,88060
1235,1155,1135,88440,88280
1235,1135,1155,88440,88280
1427,1148,1213,88440,88340
1427,1213,1148,88440,88340
1739,1213,1341,88460,88400
308,1049,1125,88460,88400
308,1125,1049,88460,88400
1739,1341,1213,88460,88400
1236,1135,1155,88540,88480
1236,1155,1135,88540,88480
1333,1138,1336,88880,88660
1333,1336,1138,88880,88660
1428,1148,1213,89060,88940
1428,1213,1148,89060,88940
1315,1138,1198,89080,88960
1315,1198,1138,89080,88960
1740,1213,1341,89020,88960
1740,1341,1213,89020,88960
1741,1213,1341,89120,89060
1741,1341,1213,89120,89060
1429,1148,1213,89220,89120
1429,1213,1148,89220,89120
1742,1213,1341,89320,89160
1742,1341,1213,89320,89160
1237,1155,1135,89800,89740
1237,1135,1155,89800,89740
1334,1138,1336,89940,89860
1334,1336,1138,89940,89860
1290,1136,1171,91320,91260
1290,1171,1136,91320,91260
1291,1171,1136,91440,91380
1291,1136,1171,91440,91380
1335,1138,1336,91480,91400
1335,1336,1138,91480,91400
1015,1125,1210,92120,91920
1015,1210,1125,92120,91920
1016,1210,1125,92540,92240
1016,1125,1210,92540,92240
1017,1125,1210,92680,92620
1017,1210,1125,92680,92620
452,1067,1082,94620,94520
452,1082,1067,94620,94520
1489,1171,1156,95100,95020
1489,1156,1171,95100,95020
453,1082,1067,95480,95420
453,1067,1082,95480,95420
454,1082,1067,95660,95580
454,1067,1082,95660,95580
455,1067,1082,95900,95820
455,1082,1067,95900,95820
1336,1138,1336,96160,95920
1336,1336,1138,96160,95920
1210,1133,1228,96280,96140
1210,1228,1133,96280,96140
1035,1125,1336,96360,96160
1035,1336,1125,96360,96160
1020,1212,1125,96320,96240
1730,1336,1212,96360,96240
1020,1125,1212,96320,96240
1730,1212,1336,96360,96240
1021,1212,1125,96580,96360
1021,1125,1212,96580,96360
1036,1125,1336,96500,96400
1036,1336,1125,96500,96400
1731,1212,1336,96500,96440
1731,1336,1212,96500,96440
1238,1155,1135,96840,96740
1238,1135,1155,96840,96740
742,1138,1085,96820,96760
1321,1199,1138,96820,96760
742,1085,1138,96820,96760
1321,1138,1199,96820,96760
1158,1187,1133,96920,96800
1158,1133,1187,96920,96800
1550,1228,1171,96900,96820
1550,1171,1228,96900,96820
50,1042,1032,97000,96840
50,1032,1042,97000,96840
1409,1198,1146,96940,96860
1409,1146,1198,96940,96860
1222,1334,1133,97100,96920
1222,1133,1334,97100,96920
787,1104,1090,97040,96940
787,1090,1104,97040,96940
743,1138,1085,97020,96960
743,1085,1138,97020,96960
495,1359,1067,97080,97020
495,1067,1359,97080,97020
1495,1204,1156,97180,97100
1495,1156,1204,97180,97100
633,1108,1080,97200,97140
1487,1162,1156,97300,97140
1223,1334,1133,97340,97140
1487,1156,1162,97300,97140
1223,1133,1334,97340,97140
633,1080,1108,97200,97140
797,1090,1126,97340,97160
797,1126,1090,97340,97160
1511,1204,1162,97300,97180
1511,1162,1204,97300,97180
1049,1126,1127,97280,97220
1049,1127,1126,97280,97220
1523,1178,1168,97300,97240
1523,1168,1178,97300,97240
313,1049,1138,97340,97260
313,1138,1049,97340,97260
1149,1227,1130,97340,97280
1770,1359,1334,97340,97280
1228,1359,1133,97360,97280
731,1082,1359,97340,97280
731,1359,1082,97340,97280
1149,1130,1227,97340,97280
1770,1334,1359,97340,97280
1228,1133,1359,97360,97280
465,1133,1067,97380,97320
1108,1198,1126,97640,97320
820,1090,1198,97640,97320
820,1198,1090,97640,97320
1108,1126,1198,97640,97320
465,1067,1133,97380,97320
1265,1335,1135,97460,97340
1265,1135,1335,97460,97340
1524,1178,1168,97460,97360
1524,1168,1178,97460,97360
230,1042,1334,97440,97360
230,1334,1042,97440,97360
1308,1138,1177,97440,97380
128,1229,1033,97480,97380
128,1033,1229,97480,97380
1142,1127,1198,97580,97380
1308,1177,1138,97440,97380
1142,1198,1127,97580,97380
798,1090,1126,97700,97400
718,1133,1082,97460,97400
718,1082,1133,97460,97400
798,1126,1090,97700,97400
51,1032,1042,97500,97420
51,1042,1032,97500,97420
466,1133,1067,97600,97440
466,1067,1133,97600,97440
605,1164,1075,97560,97480
605,1075,1164,97560,97480
1309,1138,1177,97620,97520
1682,1336,1199,97580,97520
538,1336,1073,97640,97520
1309,1177,1138,97620,97520
538,1073,1336,97640,97520
1682,1199,1336,97580,97520
222,1042,1171,97660,97540
222,1171,1042,97660,97540
52,1032,1042,97900,97560
652,1128,1080,97700,97560
652,1080,1128,97700,97560
1365,1164,1142,97640,97560
52,1042,1032,97900,97560
1365,1142,1164,97640,97560
549,1360,1073,97780,97580
549,1073,1360,97780,97580
1782,1336,1360,97640,97580
1782,1360,1336,97640,97580
1229,1359,1133,97640,97580
1229,1133,1359,97640,97580
309,1125,1049,97720,97660
309,1049,1125,97720,97660
53,1042,1032,98060,97960
53,1032,1042,98060,97960
456,1082,1067,98160,98100
456,1067,1082,98160,98100
457,1082,1067,98260,98200
457,1067,1082,98260,98200
458,1067,1082,98440,98380
458,1082,1067,98440,98380
1588,1177,1208,98760,98660
1588,1208,1177,98760,98660
1683,1336,1199,99100,99040
1683,1199,1336,99100,99040
749,1335,1086,99480,99360
749,1086,1335,99480,99360
750,1086,1335,99680,99580
750,1335,1086,99680,99580
751,1086,1335,99900,99740
751,1335,1086,99900,99740
702,1337,1080,100320,100080
702,1080,1337,100320,100080
703,1080,1337,100600,100420
703,1337,1080,100600,100420
1720,1207,1212,100700,100620
1720,1212,1207,100700,100620
379,1053,1191,100780,100700
379,1191,1053,100780,100700
1337,1336,1138,100800,100720
1310,1138,1178,100800,100720
1310,1178,1138,100800,100720
1337,1138,1336,100800,100720
54,1042,1032,100880,100760
54,1032,1042,100880,100760
1783,1360,1336,100920,100800
1783,1336,1360,100920,100800
391,1080,1057,101020,100880
391,1057,1080,101020,100880
774,1089,1228,101500,100920
55,1032,1042,101020,100920
55,1042,1032,101020,100920
774,1228,1089,101500,100920
1037,1336,1125,101180,100940
1587,1177,1204,101240,100940
1037,1125,1336,101180,100940
1587,1204,1177,101240,100940
1652,1214,1191,101300,101060
123,1227,1033,101500,101060
123,1033,1227,101500,101060
1652,1191,1214,101300,101060
1488,1156,1162,101220,101140
1488,1162,1156,101220,101140
467,1133,1067,101240,101180
467,1067,1133,101240,101180
1671,1210,1198,101320,101200
1671,1198,1210,101320,101200
394,1057,1171,101280,101220
394,1171,1057,101280,101220
1519,1164,1198,101380,101240
1519,1198,1164,101380,101240
395,1171,1057,101460,101320
395,1057,1171,101460,101320
1123,1358,1126,101580,101340
1123,1126,1358,101580,101340
147,1039,1046,101580,101520
396,1171,1057,101640,101520
396,1057,1171,101640,101520
147,1046,1039,101580,101520
1022,1125,1212,101640,101540
1022,1212,1125,101640,101540
1154,1133,1138,101640,101580
661,1173,1080,101680,101580
1154,1138,1133,101640,101580
661,1080,1173,101680,101580
1721,1212,1207,101700,101620
1721,1207,1212,101700,101620
148,1046,1039,101700,101620
148,1039,1046,101700,101620
1038,1336,1125,101840,101720
1124,1126,1358,101800,101720
1038,1125,1336,101840,101720
1124,1358,1126,101800,101720
487,1067,1334,101800,101740
487,1334,1067,101800,101740
1109,1198,1126,101920,101840
1109,1126,1198,101920,101840
1338,1138,1336,101920,101860
1338,1336,1138,101920,101860
459,1082,1067,102000,101940
459,1067,1082,102000,101940
1676,1198,1358,102080,101960
1676,1358,1198,102080,101960
1339,1138,1336,102080,102000
704,1080,1337,102060,102000
1339,1336,1138,102080,102000
704,1337,1080,102060,102000
1760,1228,1336,102260,102200
1760,1336,1228,102260,102200
1555,1173,1336,102480,102420
1555,1336,1173,102480,102420
1541,1214,1171,102700,102600
1541,1171,1214,102700,102600
2,1026,1084,102780,102720
2,1084,1026,102780,102720
705,1080,1337,103080,102900
705,1337,1080,103080,102900
218,1042,1108,103540,103440
218,1108,1042,103540,103440
1287,1136,1138,103580,103500
1287,1138,1136,103580,103500
706,1337,1080,104100,103820
706,1080,1337,104100,103820
1591,1178,1228,103900,103840
393,1057,1149,103940,103840
6,1026,1115,103920,103840
1591,1228,1178,103900,103840
393,1149,1057,103940,103840
6,1115,1026,103920,103840
1716,1204,1336,104000,103860
1445,1360,1149,104100,103860
1716,1336,1204,104000,103860
959,1204,1117,103940,103860
963,1117,1336,104020,103860
959,1117,1204,103940,103860
963,1336,1117,104020,103860
1445,1149,1360,104100,103860
56,1042,1032,103940,103880
56,1032,1042,103940,103880
1590,1177,1228,103940,103880
1590,1228,1177,103940,103880
525,1198,1073,103960,103900
525,1073,1198,103960,103900
400,1057,1360,103980,103920
400,1360,1057,103980,103920
1525,1178,1168,104100,104000
1525,1168,1178,104100,104000
1239,1135,1155,104080,104020
1239,1155,1135,104080,104020
804,1142,1090,104140,104060
804,1090,1142,104140,104060
685,1336,1080,104240,104060
685,1080,1336,104240,104060
337,1051,1155,104220,104120
337,1155,1051,104220,104120
354,1335,1051,104260,104140
223,1042,1171,104240,104140
354,1051,1335,104260,104140
223,1171,1042,104240,104140
1766,1229,1360,104260,104180
1766,1360,1229,104260,104180
1526,1178,1168,104360,104220
1526,1168,1178,104360,104220
1293,1206,1136,104380,104240
1293,1136,1206,104380,104240
476,1204,1067,104780,104280
476,1067,1204,104780,104280
526,1073,1198,104380,104320
1266,1135,1335,104500,104320
1266,1335,1135,104500,104320
526,1198,1073,104380,104320
210,1066,1042,104460,104320
210,1042,1066,104460,104320
1464,1155,1335,104440,104340
1438,1229,1149,104420,104340
1438,1149,1229,104420,104340
1464,1335,1155,104440,104340
1536,1177,1171,104920,104400
1536,1171,1177,104920,104400
817,1090,1191,104560,104500
817,1191,1090,104560,104500
1095,1155,1126,104600,104520
1294,1136,1206,104620,104520
1294,1206,1136,104620,104520
1095,1126,1155,104600,104520
1614,1187,1208,104640,104560
1614,1208,1187,104640,104560
355,1051,1335,104640,104580
355,1335,1051,104640,104580
1527,1178,1168,104740,104680
356,1335,1051,104800,104680
356,1051,1335,104800,104680
1527,1168,1178,104740,104680
735,1138,1084,104860,104700
735,1084,1138,104860,104700
1314,1138,1191,105200,104700
1314,1191,1138,105200,104700
1128,1136,1127,104820,104760
1128,1127,1136,104820,104760
1446,1360,1149,104940,104800
1522,1166,1214,104900,104800
1522,1214,1166,104900,104800
1446,1149,1360,104940,104800
1439,1149,1229,104880,104820
1439,1229,1149,104880,104820
736,1191,1084,104920,104840
736,1084,1191,104920,104840
477,1067,1204,105580,104880
477,1204,1067,105580,104880
1435,1149,1187,105360,104980
1435,1187,1149,105360,104980
1544,1171,1215,105160,105000
357,1335,1051,105080,105000
1544,1215,1171,105160,105000
357,1051,1335,105080,105000
21,1029,1138,105200,105020
21,1138,1029,105200,105020
34,1029,1191,105120,105040
34,1191,1029,105120,105040
954,1179,1115,105220,105080
954,1115,1179,105220,105080
1528,1178,1168,105280,105160
1528,1168,1178,105280,105160
1545,1171,1215,105380,105200
1545,1215,1171,105380,105200
707,1337,1080,105320,105220
707,1080,1337,105320,105220
1372,1142,1358,105340,105220
1372,1358,1142,105340,105220
358,1335,1051,105420,105260
358,1051,1335,105420,105260
1267,1135,1335,105360,105300
328,1051,1135,105520,105300
1267,1335,1135,105360,105300
328,1135,1051,105520,105300
338,1051,1155,105420,105340
1125,1126,1358,105500,105340
338,1155,1051,105420,105340
1125,1358,1126,105500,105340
1240,1155,1135,105420,105340
1240,1135,1155,105420,105340
1465,1335,1155,105420,105360
1465,1155,1335,105420,105360
22,1138,1029,106400,105380
22,1029,1138,106400,105380
540,1358,1073,105460,105400
540,1073,1358,105460,105400
825,1090,1336,105660,105460
825,1336,1090,105660,105460
1546,1215,1171,105620,105480
1546,1171,1215,105620,105480
508,1126,1073,105660,105500
541,1073,1358,105620,105500
541,1358,1073,105620,105500
508,1073,1126,105660,105500
1436,1149,1187,105640,105540
1436,1187,1149,105640,105540
1096,1162,1126,105640,105580
1096,1126,1162,105640,105580
1241,1135,1155,105700,105600
1241,1155,1135,105700,105600
478,1067,1204,105900,105620
478,1204,1067,105900,105620
1547,1171,1215,105940,105660
1547,1215,1171,105940,105660
509,1126,1073,105840,105700
509,1073,1126,105840,105700
826,1090,1336,105800,105700
826,1336,1090,105800,105700
542,1073,1358,105840,105740
542,1358,1073,105840,105740
1529,1178,1168,105900,105820
1529,1168,1178,105900,105820
1126,1126,1358,105900,105840
1126,1358,1126,105900,105840
329,1135,1051,106300,105900
329,1051,1135,106300,105900
1530,1178,1168,106100,105940
1530,1168,1178,106100,105940
1242,1135,1155,106640,105960
339,1155,1051,106300,105960
339,1051,1155,106300,105960
1242,1155,1135,106640,105960
1099,1187,1126,106100,106000
479,1067,1204,106380,106000
479,1204,1067,106380,106000
1099,1126,1187,106100,106000
1298,1358,1136,106140,106080
1298,1136,1358,106140,106080
520,1177,1073,106180,106120
806,1090,1164,106300,106120
1466,1335,1155,106620,106120
806,1164,1090,106300,106120
520,1073,1177,106180,106120
1466,1155,1335,106620,106120
1100,1187,1126,106280,106140
1100,1126,1187,106280,106140
708,1337,1080,106220,106160
708,1080,1337,106220,106160
1784,1360,1336,106320,106180
1784,1336,1360,106320,106180
1268,1135,1335,106500,106200
1268,1335,1135,106500,106200
267,1046,1128,106340,106220
267,1128,1046,106340,106220
330,1135,1051,106440,106340
330,1051,1135,106440,106340
521,1177,1073,106480,106360
521,1073,1177,106480,106360
57,1042,1032,106480,106360
57,1032,1042,106480,106360
557,1089,1075,106460,106400
557,1075,1089,106460,106400
480,1204,1067,106480,106420
480,1067,1204,106480,106420
7,1115,1026,106500,106440
268,1128,1046,106700,106440
7,1026,1115,106500,106440
268,1046,1128,106700,106440
1499,1156,1334,106600,106460
828,1090,1360,106520,106460
828,1360,1090,106520,106460
1499,1334,1156,106600,106460
1386,1144,1149,106560,106460
1386,1149,1144,106560,106460
709,1080,1337,106580,106480
709,1337,1080,106580,106480
957,1117,1136,106940,106520
957,1136,1117,106940,106520
1650,1191,1213,106620,106540
1269,1335,1135,106620,106540
1650,1213,1191,106620,106540
1269,1135,1335,106620,106540
481,1067,1204,106720,106580
481,1204,1067,106720,106580
1387,1149,1144,106700,106600
33,1029,1158,106740,106600
1387,1144,1149,106700,106600
33,1158,1029,106740,106600
1299,1138,1162,106740,106600
1299,1162,1138,106740,106600
1391,1360,1144,106700,106620
1391,1144,1360,106700,106620
1502,1359,1156,106780,106620
1502,1156,1359,106780,106620
1500,1334,1156,106700,106640
1500,1156,1334,106700,106640
1447,1360,1149,106720,106660
1447,1149,1360,106720,106660
1129,1136,1127,106820,106700
1467,1335,1155,106780,106700
1129,1127,1136,106820,106700
1467,1155,1335,106780,106700
1270,1135,1335,106760,106700
1270,1335,1135,106760,106700
359,1335,1051,106780,106720
359,1051,1335,106780,106720
805,1090,1162,106800,106740
1392,1360,1144,106800,106740
805,1162,1090,106800,106740
269,1046,1128,106900,106740
269,1128,1046,106900,106740
1392,1144,1360,106800,106740
482,1204,1067,106880,106760
482,1067,1204,106880,106760
1448,1149,1360,106860,106760
1448,1360,1149,106860,106760
1501,1156,1334,106880,106780
1501,1334,1156,106880,106780
832,1093,1168,106880,106800
832,1168,1093,106880,106800
37,1360,1029,107020,106820
37,1029,1360,107020,106820
1515,1178,1164,107020,106840
1515,1164,1178,107020,106840
1271,1335,1135,107460,106840
1271,1135,1335,107460,106840
1468,1155,1335,106900,106840
24,1029,1149,106900,106840
24,1149,1029,106900,106840
1468,1335,1155,106900,106840
297,1105,1049,107060,106860
297,1049,1105,107060,106860
331,1051,1135,107000,106860
907,1125,1105,107100,106860
907,1105,1125,107100,106860
331,1135,1051,107000,106860
360,1335,1051,107040,106880
1513,1168,1164,107200,106880
360,1051,1335,107040,106880
1513,1164,1168,107200,106880
1492,1156,1181,107000,106900
1492,1181,1156,107000,106900
1393,1360,1144,106960,106900
1393,1144,1360,106960,106900
830,1164,1093,107080,106920
830,1093,1164,107080,106920
1469,1155,1335,107260,106960
340,1051,1155,107020,106960
1469,1335,1155,107260,106960
340,1155,1051,107020,106960
1316,1138,1198,107100,106980
1243,1155,1135,107120,106980
993,1181,1125,107060,106980
1316,1198,1138,107100,106980
833,1093,1168,107200,106980
993,1125,1181,107060,106980
1243,1135,1155,107120,106980
1531,1178,1168,107100,106980
1531,1168,1178,107100,106980
833,1168,1093,107200,106980
920,1143,1105,107220,107000
920,1105,1143,107220,107000
1296,1136,1336,107180,107000
1296,1336,1136,107180,107000
1394,1360,1144,107200,107020
231,1044,1046,107100,107020
23,1144,1029,107180,107020
1394,1144,1360,107200,107020
231,1046,1044,107100,107020
23,1029,1144,107180,107020
1516,1164,1178,107220,107060
236,1044,1128,107180,107060
236,1128,1044,107180,107060
388,1056,1175,107180,107060
1516,1178,1164,107220,107060
